Date of Valuation,Base date,date(m),Year,Road_width,LocationAccess,Location_Access,Commercialprice,Commercial-price,Latitude,Longitude,Governmentrate,Commercial-rate,Area,Earthen,Pitch,Goreto,Gravelled,paved,Commercial,Residential,Rectangular,Trapezoidal,Irregular,Facilities,Commercial-rate,Government-rate,Location as per cadastralmap,,,Places
03/07/2014,01/01/2012,26,2.166666667,6.56167979,1000,10,3141000,31.41,27.672193,85.38814,0.06,15.89247016,1.976407675,0,0,0,1,0,0,1,,,," TEWS 
    ",50000,6000," 102-1189-12,madhyapur Thimi-15, Bhaktapur",,,Bhaktapur
05/09/2013,01/01/2012,16,1.333333333,3.937007874,100,1,3136000,31.36,27.72298,85.373062,3.65,8,3.92,1,0,0,0,0,0,1,,,," TEWS 
    ","8,00,000.00",365000," 102-0989-20, Jorpati-7, Kathmandu",,,Kathmandu
03/04/2015,01/01/2012,38,3.166666667,4.304461942,500,5,3129000,31.29,FAILED,FAILED,1.25,7,4.47,1,0,0,0,0,0,1,0,0,1,0,700000,125000, Sanagau-9 KhaLalitpur,,,Lalitpur
16-May,01/01/2012,52,4.333333333,4.265091864,800,8,3125000,31.25,27.717538,85.335792,1,5,6.25,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",500000,100000,"77,Lamatar-9 Ga, Lalitpur",,,Lalitpur
12/09/2013,01/01/2012,23,1.916666667,1.312335958,400,4,3120000,31.2,27.721038,85.379901,4.88,7.980815348,3.909375,0,0,1,0,0,0,1,,,," TEWS 
    ","8,00,000.00",488000," 102-1029-04, 09, Jorpati-4,6,7, Kathmandu",,,Kathmandu
11/17/2013,01/01/2012,22,1.833333333,1.312335958,200,2,3100000,31,FAILED,FAILED,4.4,12.4,2.5,1,0,0,0,0,1,0,,,," TEWS 
    ","12,40,000.00",440000," Bagmati Nagar Jagga Eakikaran Ayojana, Block-II, Sheet No-II, KMC-6, Kathmandu",,,Kathmandu
11/03/2012,01/01/2012,10,0.833333333,1.312335958,50,0.5,3100000,31,FAILED,FAILED,0.5,4.995467822,6.205625,0,0,1,0,0,0,1,,,,TEW,"5,00,000.00",50000,"manamaiju - 8gha, Kathmandu",,,Kathmandu
08/30/2015,01/01/2012,43,3.583333333,4.304461942,2500,25,3097500,30.975,FAILED,FAILED,2,7.5,4.13,1,0,0,0,0,0,1,1,0,0,0,750000,200000, Ramkot (Dadapauwa)-3Kathmandu,,,Kathmandu
09/18/2014,01/01/2012,32,2.666666667,6.456692913,1500,15,3096000,30.96,FAILED,FAILED,0.7,1,30.96,1,0,0,0,0,0,1,0,0,1,0,100000,70000, Sudal-Kha-1Bhaktapur,,,Bhaktapur
04/23/2013,01/01/2012,15,1.25,2.624671916,100,1,3096000,30.96,27.735325,85.30725,6,8.988568318,3.444375,1,0,0,0,0,0,1,,,," TEWS 
    ","9,00,000.00",600000," 102-0984-13, Gongabu -4,6, Kathmandu",,,Kathmandu
02/22/2013,01/01/2012,13,1.083333333,7.217847769,,,3090000,30.9,27.731133,85.3578,5.5,14.98181818,2.0625,0,1,0,0,0,1,0,,,," TEWS 
    ","15,00,000.00",550000," 102-0987-24, Kapan-3, Kathmandu",,,Kathmandu
06/03/2014,01/01/2012,29,2.416666667,3.228346457,105,1.05,3087500,30.875,27.669524,85.274215,1,9.5,3.25,0,0,0,1,0,0,1,0,0,1,1,950000,100000, 102-1182-03Kirtipur-3Kathmandu,,,Kathmandu
12/05/2013,01/01/2012,23,1.916666667,5.905511811,500,5,3080000,30.8,FAILED,FAILED,2.1,5.498772595,5.60125,1,0,0,0,0,0,1,,,,TEW,"5,50,000.00",210000,"mulpani-4ga, Kathmandu",,,Kathmandu
15-Nov,01/01/2012,46,3.833333333,15.0656168,2500,25,3075000,30.75,27.746276,85.323059,2,2,15.375,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",200000,200000,"508, Indrayani-9, Kathmandu",,,Kathmandu
04/10/2015,01/01/2012,39,3.25,2.624671916,30,0.3,3072000,30.72,27.748989,85.311037,3,12,2.56,1,0,0,0,0,0,1,1,0,0,0,1200000,300000,manamaiju-6Kathmandu,,,Kathmandu
02/14/2017,01/01/2012,61,5.083333333,3.280839895,500,5,3060000,30.6,27.780104,85.282513,3,10,3.06,1,0,0,0,0,0,1,0,1,0,1,1000000,300000, Goldhunga-3 ‘6ftKathmandu,,,Kathmandu
09/28/2016,01/01/2012,56,4.666666667,4.304461942,200,2,3043000,30.43,27.669524,85.274215,2.25,8.5,3.58,1,0,0,0,0,0,1,0,1,0,0,850000,225000, 102-1221-07 Kirtipur-16Kathmandu,,,Kathmandu
10/27/2013,01/01/2012,21,1.75,3.280839895,115,1.15,3040000,30.4,27.698744,85.312168,12,20.01646091,1.51875,0,1,0,0,0,0,1,,,," TEWS 
    ","20,00,000.00",1200000," 102-1023-10, KMC-16, Kathmandu",,,Kathmandu
05/31/2013,01/01/2012,16,1.333333333,1.312335958,100,1,3040000,30.4,27.698744,85.312168,6,8.009221143,3.795625,0,0,1,0,0,0,1,,,," TEWS 
    ","8,00,000.00",600000," 102-0983-21, KMC-16, Kathmandu",,,Kathmandu
06/14/2013,01/01/2012,17,1.416666667,6.56167979,100,1,3040000,30.4,FAILED,FAILED,1,7.989487516,3.805,0,0,0,1,0,0,1,,,,TEW,"8,00,000.00",100000," Balambu-4ka, Kathmandu",,,Kathmandu
01/06/2013,01/01/2012,12,1,4.593175853,1000,10,3038750,30.3875,27.749025,85.409357,1,2.750466708,11.048125,1,0,0,0,0,0,1,,,, TEW,"2,75,000.00",100000," Nayapati - 3 (Kha)2, Kathmndu",,,Kathmandu
24-Dec-15,01/01/2012,47,3.916666667,3.280839895,1900,19,3028125,30.28125,27.745761,85.305804,3,9.5,3.1875,0,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",950000,300000,"660,Goldhunga-2 , Kathmandu",,,Kathmandu
01/20/2016,01/01/2012,48,4,6.456692913,500,5,3017500,30.175,27.91167,85.142471,1,2.5,12.07,1,0,0,0,0,0,1,1,0,0,0,250000,100000, 102-0530Bidur-5Nuwakot,,,Nuwakot
12/28/2013,01/01/2012,23,1.916666667,4.304461942,500,5,3016000,30.16,FAILED,FAILED,1,8.0026534,3.76875,1,0,0,0,0,0,1,,,, TEW,"8,00,000.00",100000," Thankotmahadevsthan-5, Kathmandu",,,Kathmandu
01/04/2014,01/01/2012,24,2,3.280839895,500,5,3010000,30.1,27.731133,85.3578,4.4,6.929496403,4.34375,1,0,0,0,0,0,1,,,," TEWS 
    ","7,00,000.00",440000," 102-0988-01, Kapan-3, Kathmandu",,,Kathmandu
04/20/2015,01/01/2012,39,3.25,3.280839895,500,5,3000000,30,27.698744,85.312168,13,15,2,0,1,0,0,0,0,1,1,0,0,1,1500000,1300000, 102-1068-11KMC-8Kathmandu,,,Kathmandu
02/02/2015,01/01/2012,37,3.083333333,1.312335958,300,3,3000000,30,27.689223,85.28468,8,12,2.5,0,0,1,0,0,0,1,1,0,0,1,1200000,800000, 102-1027-07 Kathmandu,,,Kathmandu
02/20/2016,01/01/2012,49,4.083333333,6.456692913,500,5,3000000,30,FAILED,FAILED,2.75,12,2.5,0,1,0,0,0,0,1,0,1,0,0,1200000,275000, Thankotmahadev - 9 KhaKathmandu,,,Kathmandu
06-Aug-14,01/01/2012,31,2.583333333,3.280839895,100,1,3000000,30,,85.315197,5,10,3,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,500000,"271,Kapan-3, Kathmandu",,,Kathmandu
09/27/2016,01/01/2012,56,4.666666667,4.304461942,500,5,3000000,30,27.703872,85.380004,5,10,3,1,0,0,0,0,0,1,0,1,0,0,1000000,500000,102-1069-19 Gothatar-2Kathmandu,,,Kathmandu
03/01/2016,01/01/2012,50,4.166666667,3.280839895,200,2,3000000,30,27.759813,85.28518,3,10,3,1,0,0,0,0,0,1,1,0,0,1,1000000,300000, Goldhunga-3ChhaKathmandu,,,Kathmandu
26-Aug-14,01/01/2012,31,2.583333333,3.280839895,1000,10,3000000,30,27.715707,85.32178,2,10,3,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,200000,"3389 & 3400, Imadole-6, lalitpur",,,Lalitpur
06/24/2014,01/01/2012,29,2.416666667,6.456692913,200,2,3000000,30,FAILED,FAILED,1.75,8,3.75,0,0,0,1,0,0,1,0,0,0,0,800000,175000, Sinchitar Land Polling ProgramM.T.-3BodeBhaktapur,,,Bhaktapur
16-Feb,01/01/2012,49,4.083333333,4.593175853,300,3,3000000,30,27.669138,85.324225,4,7.5,4,0,1,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",750000,400000,"73,Kirtipur-10, Kathmandu",,,Kathmandu
14-Aug-14,01/01/2012,31,2.583333333,3.280839895,1400,14,3000000,30,27.709217,85.32178,2.25,5,6,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",500000,225000,"401,Kathmandu-8 , Kathmandu",,,Kathmandu
06/19/2015,01/01/2012,41,3.416666667,10.76115486,4000,40,3000000,30,27.780104,85.282513,0.5,5,6,1,0,0,0,0,0,1,0,1,0,0,500000,50000, Dharmasthali-3 KaKathmandu,,,Kathmandu
03/30/2016,01/01/2012,50,4.166666667,1,500,5,3000000,30,27.74969,85.429666,0.5,3,10,0,0,0,0,0,0,0,0,1,0,0,300000,50000,  Aalapot-6 Kathmandu,,,Kathmandu
03/12/2016,01/01/2012,50,4.166666667,4.304461942,300,3,3000000,30,FAILED,FAILED,1.5,2,15,1,0,0,0,0,0,1,0,0,0,0,200000,150000, Kavresthali-4 ‘khaft Kathmanndu,,,Kathmandu
07/06/2016,01/01/2012,54,4.5,6.56167979,300,3,3000000,30,FAILED,FAILED,1.5,2,15,1,0,0,0,0,0,1,0,0,1,0,200000,150000, Sangla-6 ‘NgaftKathmandu,,,Kathmandu
11/25/2012,01/01/2012,10,0.833333333,6.456692913,150,1.5,3000000,30,FAILED,FAILED,9,20,1.5,0,0,0,0,0,1,0,,,," TEWS 
    ","20,00,000.00",900000, Kathmandu Nagar Panchyat - 5 Tha,,,Kathmandu
12/15/2012,01/01/2012,11,0.916666667,0.984251969,100,1,3000000,30,27.713438,85.385542,4.4,10,3,0,0,1,0,0,0,1,,,," TEWS 
    ","10,00,000.00",440000, Kathmandu - 7 Ha,,,Kathmandu
02/17/2013,01/01/2012,13,1.083333333,2.624671916,500,5,3000000,30,27.709217,85.32178,1.5,10,3,1,0,0,0,0,0,1,,,," TEWS 
    ","10,00,000.00",150000," 102-1024-19, Kathmandu Nagarpalika 16, 29",,,Kathmandu
03/27/2014,01/01/2012,26,2.166666667,3.280839895,60,0.6,3000000,30,27.731133,85.3578,0.98,8,3.75,1,0,0,0,0,0,1,,,," TEWS 
    ","8,00,000.00",98000," 102-0988-13/14, Kapan -2, Kathmandu",,,Kathmandu
04/15/2014,01/01/2012,27,2.25,2.624671916,500,5,2997000,29.97,27.733477,85.315052,7,9,3.33,1,0,0,0,0,0,1,0,1,0,1,900000,700000, Sinamangal-1 KaKathmandu,,,Kathmandu
11/28/2012,01/01/2012,10,0.833333333,4.304461942,500,5,2992000,29.92,FAILED,FAILED,7.7,15.95733333,1.875,0,1,0,0,0,0,1,,,," TEWS 
    ","16,00,000.00",770000," Chabhil Gopi Krishna Jagga Eakikaran Yojana, Sheet II",,,Kathmandu
15-May,01/01/2012,40,3.333333333,3.280839895,20,0.2,2988000,29.88,27.735325,85.345415,6,12,2.49,0,1,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1200000,600000,"23,Gongabu-3, Kathmandu",,,Kathmandu
11/07/2012,01/01/2012,10,0.833333333,3.937007874,100,1,2976000,29.76,27.733936,85.362567,5.5,12.00302496,2.479375,0,1,0,0,0,0,1,,,," TEWS 
    ","12,00,000.00",550000," Kapan -3, Kathmandu",,,Kathmandu
06/13/2013,01/01/2012,17,1.416666667,3.937007874,150,1.5,2975000,29.75,FAILED,FAILED,4.4,8.5,3.5,1,0,0,0,0,0,1,,,," TEWS 
    ","8,50,000.00",440000," Block-V, Sheet-III, Bagmati Jagga Eakikaran AAyojana, KMC-6, Kathmandu",,,Kathmandu
08/12/2015,01/01/2012,43,3.583333333,4.304461942,2500,25,2970000,29.7,FAILED,FAILED,2,7.5,3.96,1,0,0,0,0,0,1,1,0,0,0,750000,200000, Ramkot (Dadapauwa)-3Kathmandu,,,Kathmandu
07/19/2013,01/01/2012,18,1.5,3.280839895,100,1,2961000,29.61,27.703872,85.380004,3,7.00621118,4.22625,1,0,0,0,0,0,1,,,, TEW,"7,00,000.00",300000," 102-1109-22, Gothatar-8, Kathmandu",,,Kathmandu
02/22/2017,01/01/2012,61,5.083333333,4.304461942,2000,20,2960000,29.6,27.780104,85.282513,3,10,2.96,1,0,0,0,0,0,1,0,1,0,1,1000000,300000, Dharmasthali-3 KaKathmandu,,,Kathmandu
04/13/2015,01/01/2012,39,3.25,6.456692913,200,2,2955000,29.55,27.717245,85.323961,8,15,1.97,0,1,0,0,0,1,0,1,0,0,1,1500000,800000, 102-0946-21Dhapasi-7Kathmandu,,,Kathmandu
08/12/2015,01/01/2012,43,3.583333333,4.304461942,1000,10,2940000,29.4,27.657676,85.339706,3.8148,12,2.45,1,0,0,0,0,0,1,0,1,0,0,1200000,381480, 102-1227-17Imadol-3Lalitpur,,,Lalitpur
12/21/2012,01/01/2012,11,0.916666667,1.968503937,200,2,2940000,29.4,27.707574,85.331347,6,9.983022071,2.945,0,0,0,0,1,0,1,,,, TEW,"10,00,000.00",600000," KMC - 33, Kathmandu",,,Kathmandu
04/15/2017,01/01/2012,63,5.25,1.640419948,100,1,2940000,29.4,27.698744,85.312168,5,19.78965082,1.485625,0,0,1,0,0,1,0,,,, TEW,"20,00,000.00",500000," 102-1103-09, KMC-13, Kathmandu",,,Kathmandu
04/10/2014,01/01/2012,27,2.25,1.968503937,100,1,2920000,29.2,27.698744,85.312168,9.9,19.94876174,1.46375,0,0,0,1,0,1,0,,,," TEWS 
    ","20,00,000.00",990000," 102-1067-03, KMC-7, Kathmandu",,,Kathmandu
06/11/2016,01/01/2012,53,4.416666667,3.280839895,1500,15,2916000,29.16,27.709494,85.310075,3,12,2.43,1,0,0,0,0,0,1,1,0,0,0,1200000,300000, Goldhunga-1 ‘GhaftKathmandu,,,Kathmandu
08/20/2014,01/01/2012,31,2.583333333,3.937007874,300,3,2900000,29,27.674749,85.242727,1.5,7.25,4,0,0,0,1,0,0,1,0,1,0,0,725000,150000,mathatirtha-4GaKathmandu,,,Kathmandu
07/09/2016,01/01/2012,54,4.5,6.456692913,900,9,2892000,28.92,FAILED,FAILED,1.6,3,9.64,1,0,0,0,0,0,1,1,0,0,0,300000,160000, Kitini-1 ‘KhaftLalitpur,,,Lalitpur
12/13/2015,01/01/2012,47,3.916666667,6.456692913,200,2,2887500,28.875,27.758122,85.40918,2.25,7,4.125,0,0,0,1,0,0,1,1,0,0,0,700000,225000, Nayapati-5Kathmandu,,,Kathmandu
11/30/2015,01/01/2012,46,3.833333333,4.304461942,500,5,2886000,28.86,27.789587,85.300696,3.5,6.5,4.44,1,0,0,0,0,0,1,1,0,0,0,650000,350000, Kavresthali-5gaKathmandu,,,Kathmandu
08/13/2014,01/01/2012,31,2.583333333,4.304461942,300,3,2884000,28.84,27.659036,85.297554,3,7,4.12,1,0,0,0,0,0,1,0,0,0,0,700000,300000, Dharmasthali-5 KaKathmandu,,,Kathmandu
04/30/2014,01/01/2012,27,2.25,1.968503937,500,5,2874000,28.74,27.656402,85.342049,0.875,6,4.79,0,0,1,0,0,0,1,1,0,0,1,600000,87500, Imadol-4Lalitpur,,,Lalitpur
06/25/2016,01/01/2012,53,4.416666667,8.608923885,1000,10,2872000,28.72,27.91167,85.142471,1.44375,4,7.18,0,1,0,0,0,1,0,1,0,0,0,400000,144375, 102-0529 Bidur-5Nuwakot,,,Nuwakot
06/17/2013,01/01/2012,17,1.416666667,3.280839895,200,2,2871000,28.71,27.703872,85.380004,3,9.007058824,3.1875,1,0,0,0,0,0,1,,,, TEW,"9,00,000.00",300000," 102-1108-20, Gothatar-9, Kathmandu",,,Kathmandu
04/10/2015,01/01/2012,39,3.25,32.28346457,200,2,2865000,28.65,27.91167,85.142471,2.40625,15,1.91,0,1,0,0,0,1,0,0,1,0,1,1500000,240625, 102-0371Bidur-1Nuwakot,,,Nuwakot
04/15/2016,01/01/2012,51,4.25,4.304461942,300,3,2862000,28.62,27.86709,85.090867,1,2,14.31,0,1,0,0,0,0,1,0,0,1,0,200000,100000, 102-0451 Bidur-3Nuwakot,,,Nuwakot
08/15/2014,01/01/2012,31,2.583333333,4.304461942,500,5,2860250,28.6025,27.703872,85.380004,4,8.5,3.365,0,0,0,1,0,0,1,1,0,0,0,850000,400000, 102-1109-25Gothatar-6 7Kathmandu,,,Kathmandu
05/21/2014,01/01/2012,28,2.333333333,4.265091864,1500,15,2860000,28.6,27.742318,85.314314,4,10,2.86,0,1,0,0,0,0,1,0,1,0,1,1000000,400000,manamaiju-1 kaKathmandu,,,Kathmandu
15-May,01/01/2012,40,3.333333333,3.280839895,200,2,2850000,28.5,27.72298,85.259418,3,6,4.75,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",600000,300000,"535,Mulpani-4 , Kathmandu",,,Kathmandu
09/20/2016,01/01/2012,56,4.666666667,4.304461942,300,3,2850000,28.5,FAILED,FAILED,0.1875,0.5,57,1,0,0,0,0,0,1,0,0,1,1,50000,18750, 102-0370 Charghare-9Nuwakot,,,Nuwakot
01/23/2014,01/01/2012,24,2,7.217847769,1000,10,2840000,28.4,27.731133,85.3578,2.75,10.01322168,2.83625,0,1,0,0,0,0,1,,,," TEWS 
    ","10,00,000.00",275000," 102-0989-06, Kapan-6,8, Kathmandu",,,Kathmandu
05/13/2014,01/01/2012,28,2.333333333,3.937007874,105,1.05,2835000,28.35,27.698744,85.312168,10,35,0.81,0,0,0,0,1,0,1,1,0,0,1,3500000,1000000, 102-1064-21KMC-18Kathmandu,,,Kathmandu
10/29/2012,01/01/2012,9,0.75,3.280839895,100,1,2835000,28.35,27.684162,85.252772,1,6.9527897,4.0775,1,0,0,0,0,0,1,,,, TEW,"7,00,000.00",100000," Satungal - 9 kha, Kathmandu",,,Kathmandu
02/05/2016,01/01/2012,49,4.083333333,4.304461942,100,1,2832000,28.32,27.659403,85.343087,3.02005,12,2.36,1,0,0,0,0,0,1,1,0,0,0,1200000,302005, 102-1266-10 Imadol-6Lalitur,,,Lalitpur
03/19/2014,01/01/2012,26,2.166666667,1.640419948,1500,15,2821000,28.21,27.696031,85.396755,1,3.498914729,8.0625,0,0,1,0,0,0,1,,,,TEW,"3,50,000.00",100000," Nilbarahi-9 Gha, Bhaktapur",,,Bhaktapur
11/20/2012,01/01/2012,10,0.833333333,1.968503937,150,1.5,2820000,28.2,FAILED,FAILED,8,15.01997337,1.8775,0,1,0,0,0,0,1,,,," TEWS 
    ","15,00,000.00",800000," Kathmandu Nagar Panchayat 9 ka, 7 Ta",,,Kathmandu
04/20/2017,01/01/2012,63,5.25,1.312335958,200,2,2817000,28.17,FAILED,FAILED,1.5,9,3.13,0,0,1,0,0,0,1,,,, TEW,"9,00,000.00",150000," Bahiri ahu-7, Kathmandu",,,Kathmandu
04/03/2017,01/01/2012,63,5.25,1.312335958,200,2,2816000,28.16,27.72666,85.288736,7,8,3.52,0,0,1,0,0,1,0,0,1,0,1,800000,700000, 1022-11Icchangu-6Kathmandu,,,Kathmandu
03/15/2016,01/01/2012,50,4.166666667,3.280839895,700,7,2812500,28.125,27.733477,85.315052,4.5,4.5,6.25,1,0,0,0,0,0,1,0,0,1,0,450000,450000,manamaiju-3 ‘KaftKathmandu,,,Kathmandu
01/17/2016,01/01/2012,48,4,4.304461942,1000,10,2812500,28.125,FAILED,FAILED,1.5,2.25,12.5,1,0,0,0,0,0,1,0,0,1,1,225000,150000, Sangla  -1 GaKathmandu,,,Kathmandu
01/12/2015,01/01/2012,36,3,1.968503937,200,2,2810000,28.1,27.715921,FAILED,1.25,10,2.81,0,0,1,0,0,0,1,0,0,0,0,1000000,125000, Katunje - 8 KhaBhaktapur,,,Bhaktapur
06/08/2014,01/01/2012,29,2.416666667,3.280839895,200,2,2805000,28.05,27.731133,85.3578,5.5,11,2.55,0,0,0,1,0,0,1,0,1,0,1,1100000,550000, 102-1027-05Kapan-3Kathmandu,,,Kathmandu
14-Dec,01/01/2012,35,2.916666667,4.265091864,300,3,2800000,28,27.689326,85.304617,4.5,8,3.5,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",800000,450000,"698, Chapali-8, Kathmandu",,,Kathmandu
08/25/2014,01/01/2012,31,2.583333333,3.937007874,105,1.05,2800000,28,27.703872,85.380004,5,7,4,1,0,0,0,0,0,1,1,0,0,0,700000,500000, 102-1069-09Gothatar-2Kathmandu,,,Kathmandu
16-Apr,01/01/2012,51,4.25,4.593175853,4000,40,2800000,28,27.709217,85.289916,5,7,4,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",700000,500000,"1239,1260&1262Chapali Bhadrakali -6 , Kathmandu",,,Kathmandu
01/05/2016,01/01/2012,48,4,4.304461942,600,6,2800000,28,27.731133,85.3578,3.3,7,4,1,0,0,0,0,0,1,1,0,0,0,700000,330000, 102-0989-08Kapan-9Kathmandu,,,Kathmandu
01/08/2015,01/01/2012,36,3,4.304461942,500,5,2800000,28,FAILED,FAILED,1,3.5,8,1,0,0,0,0,0,1,0,1,0,0,350000,100000, Ramkot ( Dadapauwa)-3 “2”Kathmandu,,,Kathmandu
05/17/2013,01/01/2012,16,1.333333333,3.937007874,200,2,2790000,27.9,27.741625,85.303549,1.6,5.995165189,4.65375,1,0,0,0,0,0,1,,,, TEW,"6,00,000.00",160000,"manamaiju Nepaltar-5, Kathmandu",,,Kathmandu
07/25/2013,01/01/2012,18,1.5,1.968503937,,,2786000,27.86,27.698744,85.312168,4.4,6.992313726,3.984375,0,0,1,0,0,0,1,,,," TEWS 
    ","7,00,000.00",440000," 102-1067-08, KMC-7, Kathmandu",,,Kathmandu
10/01/2015,01/01/2012,45,3.75,4.304461942,200,2,2775000,27.75,27.709588,85.306486,4.5,9.25,3,1,0,0,0,0,0,1,1,0,0,1,925000,450000,manmaiju-8 GaKathmandu,,,Kathmandu
04/05/2015,01/01/2012,39,3.25,4.304461942,500,5,2765000,27.65,FAILED,FAILED,1.25,7,3.95,1,0,0,0,0,0,1,1,0,0,0,700000,125000, Sanagau-9 KhaLalitpur,,,Lalitpur
03/19/2014,01/01/2012,26,2.166666667,2.624671916,1500,15,2765000,27.65,27.696031,85.396755,1,3.499723123,7.900625,0,0,1,0,0,0,1,,,,TEW,"3,50,000.00",100000," Nilbarahi-9 Gha, Bhaktapur",,,Bhaktapur
05/02/2016,01/01/2012,52,4.333333333,3.280839895,1500,15,2762500,27.625,27.759813,85.28518,3,8.5,3.25,1,0,0,0,0,0,1,0,1,0,0,850000,300000, Goldhunga-1GaKathmandu,,,Kathmandu
02/23/2016,01/01/2012,49,4.083333333,3.280839895,200,2,2760000,27.6,27.731133,85.3578,3.3,8,3.45,0,0,0,1,0,0,1,1,0,0,0,800000,330000, 102-0989-03Kapan-9Kathmandu,,,Kathmandu
15-Dec,01/01/2012,47,3.916666667,2.952755906,250,2.5,2750000,27.5,27.672301,85.247417,8,10,2.75,0,0,1,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,800000,"322,Jorpati-2, Kathmandu",,,Kathmandu
16-May,01/01/2012,52,4.333333333,4.265091864,800,8,2750000,27.5,27.709217,85.324853,1,5,5.5,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",500000,100000,"80,Lamatar-9 Ga, Lalitpur",,,Lalitpur
10/01/2015,01/01/2012,45,3.75,8.608923885,500,5,2750000,27.5,27.852509,85.059714,1.44375,2.5,11,0,1,0,0,0,1,0,0,0,1,0,250000,144375, 102-01Ratmate-9Nuwakot,,,Nuwakot
05/21/2013,01/01/2012,16,1.333333333,3.280839895,1000,10,2750000,27.5,FAILED,FAILED,1.25,5,5.5,1,0,0,0,0,0,1,,,,TEW,"5,00,000.00",125000," Duwakot-5Kha-2, Bhaktapur",,,Bhaktapur
09/11/2016,01/01/2012,56,4.666666667,1.312335958,400,4,2742000,27.42,27.689326,85.25654,3,6,4.57,0,0,1,0,0,0,1,0,0,1,0,600000,300000, 102-1061-02 Sitapaila-6Kathmandu,,,Kathmandu
06/27/2013,01/01/2012,17,1.416666667,2.624671916,200,2,2718000,27.18,FAILED,FAILED,0.1,0.999724138,27.1875,0,0,1,0,0,0,1,,,,TEW,"1,00,000.00",10000," Dharmasthali-7kha, Kathmandu",,,Kathmandu
06/16/2016,01/01/2012,53,4.416666667,3.280839895,1000,10,2712720,27.1272,27.709588,85.306486,3,7.12,3.81,1,0,0,0,0,0,1,0,0,1,0,712000,300000, Dharmasthali-2 ‘GaftKathmandu,,,Kathmandu
06/17/2016,01/01/2012,53,4.416666667,1.312335958,2500,25,2709000,27.09,27.656017,85.374334,1,7,3.87,0,0,1,0,0,0,1,1,0,0,0,700000,100000, Sirutar-2Bhaktapur,,,Bhaktapur
01/27/2014,01/01/2012,24,2,10.82677165,200,2,2709000,27.09,FAILED,FAILED,2.1,7.007922393,3.865625,1,0,0,0,0,0,1,,,, TEW,"7,00,000.00",210000,"mulpani-4kha, Kathmandu",,,Kathmandu
15-Jan,01/01/2012,36,3,3.937007874,400,4,2700000,27,27.630665,27.725634 85.286120,0.5625,6,4.5,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",600000,56250,"1969,Lamatar-9 , Lalitpur",,,Lalitpur
06/17/2015,01/01/2012,42,3.5,1.312335958,100,1,2700000,27,FAILED,FAILED,2.75,9,3,0,0,1,0,0,0,1,,,, TEW,"9,00,000.00",275000," 102-1068-07, Kathmandu-7 Tha-1, 6 Da",,,Kathmandu
12/17/2016,01/01/2012,59,4.916666667,2.624671916,50,0.5,2691000,26.91,27.721784,85.372659,4,9.003764115,2.98875,0,1,0,0,0,0,1,,,," TEWS 
    ","9,00,000.00",400000," Jorpati-2, Kathmandu",,,Kathmandu
08/30/2016,01/01/2012,55,4.583333333,4.304461942,500,5,2690000,26.9,FAILED,FAILED,3.5,10,2.69,1,0,0,0,0,0,1,1,0,0,0,1000000,350000, Kavresthali-5 GhaKathmandu,,,Kathmandu
02/07/2013,01/01/2012,13,1.083333333,0.984251969,300,3,2688000,26.88,27.698744,85.312168,6,7.994052045,3.3625,0,0,1,0,0,0,1,,,," TEWS 
    ","8,00,000.00",600000," 102-0987-22, KMC-4, Kathmandu",,,Kathmandu
02/01/2013,01/01/2012,13,1.083333333,3.937007874,300,3,2688000,26.88,27.732065,85.36275,1.65,6.001674574,4.47875,0,0,0,1,0,0,1,,,,TEW,"6,00,000.00",165000," 102-0948-19, Kapan-4,5,6, Kathmandu",,,Kathmandu
01/22/2013,01/01/2012,12,1,3.280839895,1100,11,2686200,26.862,27.667025,85.385277,2.75,6.046595386,4.4425,0,1,0,0,0,0,1,,,," TEWS 
    ","6,05,000.00",275000," Dhadhikot - 9 (2), Bhaktapur",,,Bhaktapur
